Date,Temp,RH,PM2.5_SubIndex,PM10_SubIndex,SO2_SubIndex,NO2_SubIndex,NH3_SubIndex,CO_SubIndex,O3_SubIndex,AQI_calculated,PM2.5,PM10,NO2,NH3,SO2,CO,Ozone
2025-01-20,26.12,77.35,113.43333333333334,105.76,6.324999999999999,8.675,2.3425,41.0,13.29,113.0,,,,,,,
2025-01-21,26.1,74.77,143.9,117.56,6.9,8.8875,2.385,44.0,12.98,144.0,,,,,,,
2025-01-22,26.11,76.94,139.9,120.44,7.575,9.4625,2.53,43.5,13.56,140.0,,,,,,,
2025-01-23,26.1,74.17,77.85,91.83,6.1625,8.675,2.26,41.0,15.2,92.0,,,,,,,
2025-01-24,25.86,72.11,55.95,73.42,5.8375,7.2125,2.1275,34.0,14.86,73.0,,,,,,,
2025-01-25,26.04,74.0,66.43333333333334,87.67,6.6125,7.325,2.305,36.5,15.34,88.0,,,,,,,
2025-01-26,26.03,74.88,63.73333333333333,76.09,6.775,6.775,2.345,35.5,15.14,76.0,,,,,,,
2025-01-27,25.88,74.69,82.11666666666667,94.2,5.875,6.775,2.4625,37.0,15.1,94.0,,,,,,,
2025-01-28,25.79,73.9,156.73333333333332,120.58666666666666,5.1,7.875,2.745,40.0,13.67,157.0,,,,,,,
2025-01-29,25.96,71.44,161.5333333333333,135.14666666666668,7.0625,8.9625,2.6425,41.5,14.67,162.0,,,,,,,
2025-01-30,25.87,73.4,95.6,105.08,6.55,6.5625,2.465,38.0,14.46,105.0,,,,,,,
2025-01-31,25.65,77.63,49.13333333333333,63.44,6.4625,3.875,2.2825,34.0,15.75,63.0,,,,,,,
2025-02-01,25.54,76.4,35.166666666666664,55.43,5.3625,4.2875,2.185,33.0,16.83,55.0,,,,,,,
2025-02-02,25.69,73.58,37.13333333333333,65.27,6.075000000000001,5.1125,2.205,32.5,15.16,65.0,,,,,,,
2025-02-03,25.83,74.39,39.05,72.72,5.450000000000001,7.0,2.125,34.0,16.32,73.0,,,,,,,
2025-02-04,25.88,73.4,65.56666666666668,95.89,5.174999999999999,9.3375,2.2825,38.5,15.68,96.0,,,,,,,
2025-02-05,26.12,74.69,76.4,116.3,6.324999999999999,8.9,2.5575,38.5,21.01,116.0,,,,,,,
2025-02-06,25.82,72.28,101.7,108.38666666666668,6.3625,5.3125,3.065,36.0,14.46,108.0,,,,,,,
2025-02-07,25.62,74.29,148.66666666666666,117.03333333333332,5.925,6.374999999999999,3.2625,40.5,15.11,149.0,,,,,,,
2025-02-08,25.87,75.85,138.8,118.58666666666666,5.7375,6.7375,3.1,40.0,15.49,139.0,,,,,,,
2025-02-09,25.77,74.96,124.0333333333333,113.24,6.1625,5.575,3.0675,38.5,15.2,124.0,,,,,,,
2025-02-10,25.61,69.36,124.93333333333337,115.18,6.25,5.0875,2.9825,37.5,13.29,125.0,,,,,,,
2025-02-11,25.58,69.51,73.56666666666666,101.07333333333334,5.074999999999999,9.55,2.6325,36.0,13.92,101.0,,,,,,,
2025-02-12,25.6,73.45,67.88333333333333,109.32666666666668,6.8125,11.912499999999998,2.7075,38.5,14.1,109.0,,,,,,,
2025-02-13,25.57,73.94,55.6,95.36,6.1625,12.7375,2.815,37.0,15.18,95.0,,,,,,,
2025-02-14,26.57,75.68,40.31666666666667,82.98,5.775,10.5,2.8125,36.5,16.17,83.0,,,,,,,
2025-02-15,27.98,75.38,48.31666666666667,105.24666666666668,5.7875,9.0125,3.43,37.5,16.18,105.0,,,,,,,
2025-02-16,27.84,72.34,48.31666666666667,93.4,5.425,7.2,3.69,33.5,14.71,93.0,,,,,,,
2025-02-17,27.57,73.09,85.65,115.26666666666668,6.387500000000001,7.1875,3.65,35.0,14.37,115.0,,,,,,,
2025-02-18,27.67,72.48,98.06666666666668,135.51333333333335,5.225,9.3,3.43,36.5,15.55,136.0,,,,,,,
2025-02-19,27.62,76.75,85.98333333333335,124.62666666666668,6.2625,9.875,3.75,39.5,14.66,125.0,,,,,,,
2025-02-20,27.67,72.97,59.03333333333334,94.11,5.3625,8.7,4.0225,35.0,15.35,94.0,,,,,,,
2025-02-21,27.67,71.88,45.85,89.17,6.2875,7.975,3.59,32.0,14.95,89.0,,,,,,,
2025-02-22,27.62,73.1,50.23333333333333,99.57,5.375,7.9875,3.34,32.5,15.07,100.0,,,,,,,
2025-02-23,27.58,73.96,38.583333333333336,79.96,5.3625,8.15,3.3125,32.5,15.42,80.0,,,,,,,
2025-02-24,27.58,74.54,42.45,83.42,5.95,6.5875,3.4525,31.5,15.79,83.0,,,,,,,
2025-02-25,27.69,71.93,60.56666666666667,99.71,5.375,5.3,3.3525,31.0,13.43,100.0,,,,,,,
2025-02-26,27.66,72.49,66.21666666666667,124.84666666666666,5.9625,4.1125,3.1,31.5,12.22,125.0,,,,,,,
2025-02-27,27.72,71.3,53.43333333333334,91.27,5.5125,4.275,2.72,32.0,10.03,91.0,,,,,,,
2025-02-28,27.64,73.28,53.58333333333333,90.83,6.3125,5.6000000000000005,2.635,33.0,11.28,91.0,,,,,,,
2025-03-01,27.65,74.58,35.7,67.91,4.8625,3.65,2.5225,32.5,11.86,68.0,,,,,,,
2025-03-02,27.55,73.54,23.466666666666665,51.11,5.3,3.1875,2.305,31.0,13.85,51.0,,,,,,,
2025-03-03,26.87,73.94,28.75,66.79,5.237500000000001,7.475,2.1925,33.0,14.67,67.0,,,,,,,
2025-03-04,25.33,75.81,30.08333333333333,71.74,5.0875,7.875,2.6375,35.0,15.81,72.0,,,,,,,
2025-03-05,25.28,75.82,30.683333333333334,72.09,5.124999999999999,7.4125,2.995,35.0,16.5,72.0,,,,,,,
2025-03-06,25.43,69.26,64.26666666666667,123.68,5.625,9.525,3.2125,38.0,11.48,124.0,,,,,,,
2025-03-07,25.38,68.06,136.63333333333333,156.22666666666666,8.1875,18.0125,3.525,46.5,9.46,156.0,,,,,,,
2025-03-08,25.21,72.5,79.33333333333334,135.4066666666667,6.324999999999999,12.2125,3.44,38.5,13.17,135.0,,,,,,,
2025-03-09,25.38,71.11,59.16666666666666,108.06,4.375,9.1375,3.515,34.5,13.78,108.0,,,,,,,
2025-03-10,25.27,68.06,43.53333333333333,79.04,6.8375,4.2125,3.345,30.5,12.49,79.0,,,,,,,
2025-03-11,25.52,81.09,32.083333333333336,45.43,5.4625,6.0875,3.0725,32.0,14.46,45.0,,,,,,,
2025-03-12,25.65,80.88,29.5,42.48,6.2875,8.2125,2.9,36.0,16.33,42.0,,,,,,,
2025-03-13,25.28,76.6,29.450000000000003,55.74,6.425,9.3375,2.9375,33.5,14.98,56.0,,,,,,,
2025-03-14,25.12,75.61,27.8,56.56,5.15,6.7625,3.4625,32.0,16.24,57.0,,,,,,,
2025-03-15,25.08,73.91,23.05,53.86,5.6625,6.1625,3.54,30.5,16.49,54.0,,,,,,,
2025-03-16,25.15,74.97,22.766666666666666,46.07,6.3125,5.35,3.3375,31.0,15.73,46.0,,,,,,,
2025-03-17,25.49,76.79,20.45,46.92,6.2875,4.65,3.0825,33.0,16.75,47.0,,,,,,,
2025-03-18,25.06,75.26,24.116666666666667,51.22,5.2125,5.437499999999999,2.99,32.0,15.43,51.0,,,,,,,
2025-03-19,25.31,73.76,24.316666666666663,52.38,4.2375,4.9125,3.0375,30.5,16.01,52.0,,,,,,,
2025-03-20,25.39,72.42,25.98333333333333,53.99,5.5125,5.1625,3.0175,30.0,16.18,54.0,,,,,,,
2025-03-21,25.21,72.03,28.683333333333334,46.98,5.4,4.7375,2.8925,31.0,14.86,47.0,,,,,,,
2025-03-22,25.38,74.0,40.28333333333333,56.91,5.3625,4.8,2.82,33.5,14.62,57.0,,,,,,,
2025-03-23,25.33,72.53,35.88333333333333,53.63,5.35,3.5375,2.7175,35.0,13.52,54.0,,,,,,,
2025-03-24,25.45,72.78,45.13333333333333,70.07,7.3125,5.0625,2.695,35.5,14.37,70.0,,,,,,,
2025-03-25,25.27,71.75,55.35,84.04,6.012499999999999,7.7375,2.7275,35.5,13.7,84.0,,,,,,,
2025-03-26,25.28,73.03,66.16666666666667,98.17,5.3,8.2625,2.82,37.0,13.95,98.0,,,,,,,
2025-03-27,29.74,74.96,91.4,133.8733333333333,8.5125,10.175,5.15,45.5,13.44,134.0,,,,,,,
2025-03-28,25.11,75.49,65.8,101.58666666666666,6.4,7.5125,3.495,39.0,14.04,102.0,,,,,,,
2025-03-29,25.36,71.96,70.28333333333333,102.94,7.0375,7.3125,3.6175,38.0,12.74,103.0,,,,,,,
2025-03-30,25.09,73.51,55.06666666666666,86.43,5.5625,5.3125,3.25,35.5,12.69,86.0,,,,,,,
2025-03-31,25.3,71.95,64.55,94.93,5.375,7.3125,3.3475,33.5,12.95,95.0,,,,,,,
2025-04-01,25.48,69.36,75.6,110.5,5.4625,7.2625,3.6375,35.0,14.85,110.0,,,,,,,
2025-04-02,25.45,71.26,46.66666666666666,79.75,4.8375,5.3125,3.3425,33.5,14.81,80.0,,,,,,,
2025-04-03,25.21,78.17,26.966666666666665,42.59,5.05,7.65,3.0375,35.5,16.18,43.0,,,,,,,
2025-04-04,25.33,74.44,37.41666666666666,59.73,6.25,8.15,3.3375,36.0,25.22,60.0,,,,,,,
2025-04-05,25.17,73.49,28.75,60.55,5.375,5.6625,3.67,33.0,15.96,61.0,,,,,,,
2025-04-06,25.32,73.66,27.616666666666667,57.51,5.375,4.6375,3.98,33.0,16.41,58.0,,,,,,,
2025-04-07,25.27,73.06,23.28333333333333,61.51,5.7875,5.4625,3.7575,32.0,15.92,62.0,,,,,,,
2025-04-08,25.21,72.16,21.95,49.53,5.325,5.775,3.5775,31.5,15.32,50.0,,,,,,,
2025-04-09,25.08,72.08,29.450000000000003,57.15,5.625,5.2,3.07,31.0,15.38,57.0,,,,,,,
2025-04-10,25.27,73.54,48.41666666666666,110.5,5.6875,8.1375,3.2475,33.0,12.68,110.0,,,,,,,
2025-04-11,25.41,73.09,64.61666666666667,116.88,7.1,7.5625,3.6425,38.5,9.33,117.0,,,,,,,
2025-04-12,25.26,69.16,65.35,110.16,5.487499999999999,7.2125,3.3225,37.5,8.57,110.0,,,,,,,
2025-04-13,25.31,75.75,71.25,105.24,6.5875,5.550000000000001,3.4575,36.5,11.61,105.0,,,,,,,
2025-04-14,25.12,74.54,37.45,72.33,5.6375,5.3625,3.0525,32.0,13.87,72.0,,,,,,,
2025-04-15,25.31,73.76,34.8,72.16,5.2625,5.0625,2.885,32.0,14.32,72.0,,,,,,,
2025-04-16,25.08,75.95,36.46666666666667,58.57,5.8375,6.5125,2.6875,33.5,14.15,59.0,,,,,,,
2025-04-17,25.57,74.9,33.983333333333334,60.62,3.9875,6.062499999999999,2.72,33.5,16.08,61.0,,,,,,,
2025-04-18,25.54,75.62,39.46666666666667,76.22,6.3125,4.625,3.005,33.0,15.22,76.0,,,,,,,
2025-04-19,25.26,75.97,58.616666666666674,119.32,6.5375,4.2375,3.0025,34.0,13.96,119.0,,,,,,,
2025-04-20,25.25,76.65,60.5,100.5,5.3125,3.45,2.785,32.5,14.09,100.0,,,,,,,
2025-04-21,25.5,76.07,42.516666666666666,86.6,4.8625,4.7,2.6825,33.5,14.99,87.0,,,,,,,
2025-04-22,25.23,74.73,37.6,78.05,4.9375,5.550000000000001,2.605,33.5,15.17,78.0,,,,,,,
2025-04-23,25.11,73.51,31.38333333333333,70.7,4.0875,5.225,2.5625,33.0,15.69,71.0,,,,,,,
2025-04-24,25.11,75.05,33.983333333333334,86.48,4.775,5.225,2.615,33.0,16.83,86.0,,,,,,,
2025-04-25,25.21,75.14,32.85,93.75,5.0125,4.375,2.6025,33.0,17.97,94.0,,,,,,,
2025-04-26,25.2,75.26,29.25,87.28,4.7,4.3,2.47,32.0,16.19,87.0,,,,,,,
2025-04-27,25.06,74.54,20.966666666666665,56.71,6.0375,3.7625,2.3125,30.0,15.68,57.0,,,,,,,
2025-04-28,25.14,74.95,12.033333333333331,46.89,3.7625,3.7,2.295,29.0,15.75,47.0,,,,,,,
2025-04-29,25.23,74.31,15.9,69.16,6.324999999999999,5.124999999999999,2.2375,30.5,15.92,69.0,,,,,,,
2025-04-30,25.21,73.64,19.83333333333333,79.55,5.225,5.3125,2.6875,31.0,15.48,80.0,,,,,,,
2025-05-01,25.15,74.97,23.45,75.35,6.4625,3.8,2.705,30.5,14.97,75.0,,,,,,,
2025-05-02,25.72,74.14,31.633333333333333,75.82,4.975,4.7,2.5275,30.0,15.94,76.0,,,,,,,
2025-05-03,27.13,73.56,35.68333333333333,77.35,6.8625,4.5,2.9625,32.0,14.13,77.0,,,,,,,
2025-05-04,26.48,73.95,37.4,77.32,5.0125,5.2625,2.6175,32.0,12.31,77.0,,,,,,,
2025-05-05,26.83,73.94,39.91666666666666,58.52,5.699999999999999,6.75,2.7225,33.0,10.41,59.0,,,,,,,
2025-05-06,26.89,74.69,32.766666666666666,72.05,4.725,6.3375,3.0075,33.5,12.17,72.0,,,,,,,
2025-05-07,26.69,71.6,36.333333333333336,58.28,3.65,10.3875,2.87,34.5,9.45,58.0,,,,,,,
2025-05-08,26.6,71.54,59.75,90.46,4.625,9.1625,3.23,37.0,10.07,90.0,,,,,,,
2025-05-09,26.73,68.7,56.81666666666667,106.31333333333332,4.9,10.925,3.315,36.5,9.11,106.0,,,,,,,
2025-05-10,26.58,72.8,48.583333333333336,85.8,5.0375,5.725,3.46,34.0,11.74,86.0,,,,,,,
2025-05-11,26.51,73.54,57.266666666666666,93.53,5.675,5.475,3.315,34.0,10.88,94.0,,,,,,,
2025-05-12,26.84,70.0,60.56666666666667,104.71333333333332,5.475,7.525,3.0375,38.0,9.31,105.0,,,,,,,
2025-05-13,26.69,70.52,59.63333333333333,100.0,5.625,7.625,3.03,38.0,9.02,100.0,,,,,,,
2025-05-14,26.77,75.82,49.91666666666666,81.35,5.6125,5.95,3.235,34.5,10.57,81.0,,,,,,,
2025-05-15,26.67,70.56,60.43333333333333,92.98,5.1,7.4,3.035,34.5,10.62,93.0,,,,,,,
2025-05-16,26.9,72.32,61.18333333333334,94.22,5.237500000000001,6.8,3.2175,35.5,8.8,94.0,,,,,,,
2025-05-17,26.58,72.51,45.3,84.07,5.437499999999999,10.7625,3.0375,37.0,8.67,84.0,,,,,,,
2025-05-18,26.74,73.14,40.98333333333333,71.28,4.9625,9.2875,3.735,36.0,10.73,71.0,,,,,,,
2025-05-19,26.63,81.91,33.28333333333333,39.38,5.625,10.3875,3.9625,37.0,13.84,39.0,,,,,,,
2025-05-20,27.05,80.28,53.366666666666674,53.77,5.387499999999999,12.1625,4.235,37.5,12.7,54.0,,,,,,,
2025-05-21,26.93,73.81,28.7,53.01,5.575,8.3375,3.9825,35.5,12.25,53.0,,,,,,,
2025-05-22,26.91,73.81,53.016666666666666,111.92666666666666,5.7875,9.2375,4.3975,33.0,13.18,112.0,,,,,,,
2025-05-23,26.82,73.81,42.8,101.16666666666669,4.325,6.6375,4.3425,32.0,11.34,101.0,,,,,,,
2025-05-24,26.66,73.81,20.33333333333333,38.92,4.75,6.7875,3.7625,31.5,13.21,39.0,,,,,,,
2025-05-25,26.77,73.81,18.716666666666665,34.76,4.8,5.2125,3.4275,29.0,13.28,35.0,,,,,,,
2025-05-26,26.8,73.81,15.783333333333337,36.66,4.3125,6.35,3.595,29.0,13.86,37.0,,,,,,,
2025-05-27,26.84,89.5,24.866666666666667,73.73,5.775,8.0625,3.925,31.0,13.76,74.0,,,,,,,
2025-05-28,26.56,89.5,26.933333333333334,89.79,4.8875,8.3875,4.3825,33.0,13.95,90.0,,,,,,,
2025-05-29,26.58,89.5,22.9,77.32,4.5875,6.2875,4.6125,30.5,13.86,77.0,,,,,,,
2025-05-30,26.4,69.0,31.616666666666667,68.49,5.187500000000001,8.7375,4.5125,34.5,13.85,68.0,,,,,,,
2025-05-31,26.92,69.0,37.66666666666666,71.01,4.525,7.8875,4.635,31.5,13.4,71.0,,,,,,,
2025-06-01,26.8,69.0,35.93333333333333,85.53,4.5,5.8375,4.1,28.5,12.75,86.0,,,,,,,
2025-06-02,26.89,69.0,39.91666666666666,102.76666666666668,5.85,7.1,3.8575,30.5,11.88,103.0,,,,,,,
2025-06-03,27.04,69.0,37.61666666666667,101.24,5.3375,7.5125,4.0225,30.5,12.65,101.0,,,,,,,
2025-06-04,26.83,69.0,46.75,89.61,4.775,6.8375,4.17,33.0,11.51,90.0,,,,,,,
2025-06-05,27.04,69.0,40.21666666666667,104.84666666666666,4.5625,6.3625,4.09,30.5,12.64,105.0,,,,,,,
2025-06-06,26.39,69.0,49.6,130.1,5.3,5.9375,3.81,31.0,10.06,130.0,,,,,,,
2025-06-07,25.7,69.0,60.1,126.56666666666666,6.4625,6.025,3.72,32.0,10.83,127.0,,,,,,,
2025-06-08,25.52,69.0,48.6,100.85333333333334,5.6000000000000005,6.35,3.76,32.0,12.23,101.0,,,,,,,
2025-06-09,25.42,69.0,37.86666666666667,95.79,4.8,8.775,3.895,31.5,13.82,96.0,,,,,,,
2025-06-10,25.55,69.0,35.96666666666667,74.77,4.5125,6.725,4.795,32.0,33.11,75.0,,,,,,,
2025-06-11,25.35,69.0,39.78333333333333,72.98,5.5125,8.3625,4.71,32.5,17.06,73.0,,,,,,,
2025-06-12,25.52,69.0,36.66666666666666,70.95,4.825,6.6375,5.09,33.0,11.28,71.0,,,,,,,
2025-06-13,25.58,69.0,30.96666666666666,91.7,5.0625,6.5625,4.4025,31.5,29.85,92.0,,,,,,,
2025-06-14,25.66,69.0,20.25,58.11,5.0,5.9125000000000005,4.29,30.5,30.86,58.0,,,,,,,
2025-06-15,25.24,69.0,16.85,42.45,4.4,4.425,4.1725,28.5,15.47,42.0,,,,,,,
2025-06-16,26.06,69.0,23.933333333333334,78.18,6.075000000000001,5.2125,3.7975,29.0,27.09,78.0,,,,,,,
2025-06-17,27.63,69.0,32.599999999999994,107.93333333333334,5.187500000000001,5.9125000000000005,3.91,29.5,14.95,108.0,,,,,,,
2025-06-18,27.61,69.0,32.95,116.29333333333334,4.3875,5.812500000000001,4.0725,30.5,12.6,116.0,,,,,,,
2025-06-19,27.45,69.0,37.53333333333333,121.92666666666666,4.85,5.3625,3.975,30.0,13.89,122.0,,,,,,,
2025-06-20,27.71,69.0,40.083333333333336,122.35333333333332,4.4875,6.7375,3.92,30.0,13.09,122.0,,,,,,,
2025-06-21,27.12,69.0,39.95,66.89,5.1125,9.4,4.1675,32.0,14.71,67.0,,,,,,,
2025-06-22,27.32,69.0,39.333333333333336,62.85,4.3125,7.3875,4.4,31.5,12.39,63.0,,,,,,,
2025-06-23,27.05,69.0,27.05,50.65,5.1,8.725,4.2725,33.5,14.6,51.0,,,,,,,
2025-06-24,27.33,69.0,35.85,102.2,5.1125,7.15,4.26,33.0,14.59,102.0,,,,,,,
2025-06-25,27.21,69.0,42.5,113.77333333333333,5.0875,7.775,4.535,34.5,14.52,114.0,,,,,,,
2025-06-26,27.62,69.0,31.833333333333336,112.8,5.487499999999999,10.687500000000002,4.335,34.0,15.79,113.0,,,,,,,
2025-06-27,27.63,69.0,35.81666666666667,110.32666666666668,5.1625,6.425,4.19,31.5,14.76,110.0,,,,,,,
2025-06-28,27.42,69.0,36.083333333333336,104.54,5.0625,5.775,4.0175,30.0,14.57,105.0,,,,,,,
2025-06-29,27.54,69.0,33.18333333333333,112.44666666666669,4.925,5.187500000000001,3.925,28.5,14.22,112.0,,,,,,,
2025-06-30,27.85,69.0,40.0,126.04,5.500000000000001,8.1125,3.7275,33.0,15.71,126.0,,,,,,,
2025-07-01,27.31,62.69,36.21666666666667,109.8,4.5,7.4125,3.7975,32.0,12.96,110.0,,,,,,,
2025-07-02,27.47,67.23,37.6,116.82666666666668,5.1,8.475,4.4025,33.0,14.7,117.0,,,,,,,
2025-07-03,27.21,68.32,30.1,73.73,4.9125,8.375,4.475,33.5,14.15,74.0,,,,,,,
2025-07-04,27.48,63.43,31.48333333333333,100.40666666666668,4.7875,7.1,4.565,30.5,13.45,100.0,,,,,,,
2025-07-05,27.81,62.69,31.183333333333334,83.31,5.174999999999999,8.05,5.4,32.5,14.76,83.0,,,,,,,
2025-07-06,28.06,59.79,24.116666666666667,95.89,5.525,5.0,5.12,28.5,15.74,96.0,,,,,,,
2025-07-07,28.24,58.6,34.45,118.78,5.0,7.225,4.9875,30.0,14.25,119.0,,,,,,,
2025-07-08,27.93,64.65,41.85,146.0933333333333,5.450000000000001,7.9125,5.3875,31.0,14.7,146.0,,,,,,,
2025-07-09,27.83,69.12,38.016666666666666,110.65333333333334,4.6625,8.325,4.945,33.0,13.95,111.0,,,,,,,
2025-07-10,27.87,69.04,39.71666666666667,110.27333333333333,4.9125,7.425,5.0025,33.5,14.22,110.0,,,,,,,
2025-07-11,27.89,70.14,39.55,124.05333333333334,5.725,7.6375,4.6325,32.0,16.52,124.0,,,,,,,
2025-07-12,27.81,69.92,27.03333333333333,74.58,5.124999999999999,8.175,4.28,32.0,14.79,75.0,,,,,,,
2025-07-13,27.68,67.43,31.53333333333334,86.14,4.8,6.525,4.3575,31.0,13.75,86.0,,,,,,,
2025-07-14,27.92,70.62,34.46666666666667,98.69,5.387499999999999,8.8,4.5575,32.0,15.6,99.0,,,,,,,
2025-07-15,27.74,70.83,33.266666666666666,81.2,4.4875,9.6125,4.715,33.0,12.93,81.0,,,,,,,
2025-07-16,27.96,69.92,26.216666666666665,82.9,4.5125,7.2875,4.73,32.5,12.97,83.0,,,,,,,
2025-07-17,27.57,71.28,22.58333333333333,80.72,4.0375,7.9125,4.0,30.5,11.71,81.0,,,,,,,
2025-07-18,27.56,75.71,32.96666666666667,60.89,5.074999999999999,7.9875,4.1125,32.5,14.53,61.0,,,,,,,
2025-07-19,27.5,80.03,26.2,41.57,4.3,9.6125,4.24,34.5,12.29,42.0,,,,,,,
2025-07-20,27.52,71.96,28.500000000000004,39.23,4.9875,6.2875,4.4875,33.5,14.28,39.0,,,,,,,
2025-07-21,27.5,76.09,21.633333333333333,43.93,5.0,7.225,4.3475,32.5,14.35,44.0,,,,,,,
2025-07-22,27.51,72.02,34.4,89.22,5.0875,6.85,4.21,31.5,14.43,89.0,,,,,,,
2025-07-23,27.39,73.79,32.95,86.42,4.95,8.4375,4.4,32.5,14.12,86.0,,,,,,,
2025-07-24,27.15,72.32,38.16666666666666,87.34,5.2,22.4,2.9375,33.0,14.97,87.0,,,,,,,
2025-07-25,27.49,70.06,38.45,109.2,4.6875,11.025,4.2275,33.5,13.5,109.0,,,,,,,
2025-07-26,27.99,64.56,26.016666666666666,80.68,3.8,6.95,4.4,31.5,10.81,81.0,,,,,,,
2025-07-27,28.12,63.59,29.58333333333333,76.7,4.425,7.3875,4.7725,32.5,19.32,77.0,,,,,,,
2025-07-28,28.1,63.09,28.350000000000005,100.07333333333334,4.7625,10.0,5.725,35.0,11.51,100.0,,,,,,,
2025-07-29,28.41,60.65,36.46666666666667,126.99333333333334,4.7625,10.7625,5.595,31.5,11.2,127.0,,,,,,,
2025-07-30,28.27,74.55,33.833333333333336,114.54666666666664,3.725,7.3375,6.885,30.5,11.68,115.0,,,,,,,
2025-07-31,29.02,95.0,23.666666666666668,92.15,2.0875,4.6375,8.575,28.000000000000004,10.06,92.0,,,,,,,
2025-08-01,29.48,95.0,85.68333333333332,144.45333333333335,1.8625,7.05,10.8975,26.0,26.51,144.0,,,,,,,
2025-08-02,29.11,95.0,36.36666666666667,144.07333333333335,1.8875,4.8625,7.8325,29.5,19.65,144.0,,,,,,,
2025-08-03,29.1,95.0,28.266666666666666,101.76666666666668,1.875,4.3,7.05,29.5,14.86,102.0,,,,,,,
2025-08-04,29.09,95.0,27.75,103.16666666666669,1.9125,4.4,7.3275,28.5,13.82,103.0,,,,,,,
2025-08-05,29.07,95.0,28.200000000000003,92.94,1.8625,4.225,7.37,27.500000000000004,13.35,93.0,,,,,,,
2025-08-06,29.15,95.0,22.666666666666668,126.54,1.825,8.85,3.655,26.5,16.2,127.0,,,,,,,
2025-08-07,29.17,95.0,22.53333333333333,115.72666666666667,1.6625,3.3375,4.225,27.0,10.24,116.0,,,,,,,
2025-08-08,29.09,95.0,40.53333333333333,81.04,2.0875,10.5375,2.3575,28.5,23.03,81.0,,,,,,,
2025-08-09,29.06,95.0,30.16666666666667,80.13,1.8,8.1,3.4375,30.5,15.21,80.0,,,,,,,
2025-08-10,29.08,95.0,22.866666666666667,99.05,2.0375,6.05,5.8,29.5,11.59,99.0,,,,,,,
2025-08-11,29.11,95.0,15.366666666666667,43.37,1.8125,5.5875,7.265,27.0,9.75,43.0,,,,,,,
2025-08-12,29.08,95.0,22.666666666666668,57.42,1.9875,6.0875,7.885,28.5,8.29,57.0,,,,,,,
2025-08-13,29.05,95.0,25.566666666666663,47.23,1.725,6.65,7.6025,29.0,8.42,47.0,,,,,,,
2025-08-14,29.1,95.0,28.75,55.83,1.9875,6.1,7.9075,29.5,10.07,56.0,,,,,,,
2025-08-15,29.1,95.0,35.53333333333333,95.37,1.875,5.237500000000001,8.4075,31.0,9.32,95.0,,,,,,,
2025-08-16,29.14,95.0,47.3,74.37,1.55,4.575,8.465,18.0,9.63,74.0,,,,,,,
2025-08-17,29.06,95.0,24.016666666666666,33.09,1.9625,4.275,7.75,29.0,10.18,33.0,,,,,,,
2025-08-18,29.09,95.0,16.066666666666666,39.24,2.1125,4.4375,7.19,27.0,9.35,39.0,,,,,,,
2025-08-19,29.08,95.0,22.95,55.86,1.4125,4.6,7.56,26.5,10.27,56.0,,,,,,,
2025-08-20,29.16,95.0,30.31666666666667,89.53,1.7875,5.8875,8.2375,27.0,11.12,90.0,,,,,,,
2025-08-21,29.15,95.0,25.8,103.37333333333332,1.9875,4.1875,8.0725,26.5,14.83,103.0,,,,,,,
2025-08-22,29.07,95.0,28.500000000000004,43.37,1.875,5.325,7.35,27.500000000000004,12.66,43.0,,,,,,,
2025-08-23,29.07,95.0,24.683333333333334,47.02,2.075,6.1375,7.32,29.5,14.3,47.0,,,,,,,
2025-08-24,29.1,95.0,42.0,59.31,1.625,4.875,7.61,28.5,14.69,59.0,,,,,,,
2025-08-25,29.08,95.0,39.11666666666667,80.28,1.8375,4.025,6.905,27.0,14.18,80.0,,,,,,,
2025-08-26,29.07,95.0,40.31666666666667,72.02,1.575,3.4875,6.33,27.500000000000004,9.39,72.0,,,,,,,
2025-08-27,29.05,95.0,31.41666666666667,65.66,1.7875,2.4875,6.5275,26.5,6.23,66.0,,,,,,,
2025-08-28,29.09,95.0,38.71666666666667,93.9,1.825,2.7375,6.3,16.5,5.88,94.0,,,,,,,
2025-08-29,29.05,95.0,27.55,104.04666666666668,1.775,2.55,5.9875,20.5,5.85,104.0,,,,,,,
2025-08-30,29.13,95.0,31.883333333333333,75.59,1.825,3.2875,6.09,24.5,5.84,76.0,,,,,,,
2025-08-31,29.04,95.0,49.8,55.08,1.9875,2.6625,5.9875,0.0,5.34,55.0,,,,,,,
2025-09-01,29.07,95.0,28.83333333333333,56.78,1.5875,3.625,5.8975,13.0,4.67,57.0,,,,,,,
2025-09-02,29.08,95.0,27.566666666666663,69.11,2.05,3.425,6.5825,28.000000000000004,2.01,69.0,,,,,,,
2025-09-03,29.08,95.0,28.933333333333334,60.02,1.85,3.125,6.645,25.5,2.17,60.0,,,,,,,
2025-09-04,29.07,95.0,36.266666666666666,101.44,1.5875,3.3625,6.645,28.000000000000004,2.74,101.0,,,,,,,
2025-09-05,29.09,95.0,25.7,53.36,1.6875,3.1125000000000003,6.6,26.0,2.76,53.0,,,,,,,
2025-09-06,29.06,95.0,40.45,97.61,1.6875,3.5125,6.4875,27.0,4.07,98.0,,,,,,,
2025-09-07,29.09,95.0,40.21666666666667,100.75333333333332,1.7125,2.9125,6.455,27.500000000000004,4.06,101.0,,,,,,,
