Date,Predicted_AQI
2026-02-08,117.51296245829452
2026-02-09,126.10061287158314
2026-02-10,122.13646640898543
2026-02-11,126.78629876082587
2026-02-12,126.52718099384856
2026-02-13,125.87978961178516
2026-02-14,124.12662633687329
